"authors","year","title","booktitle","host_organisation","location","keywords","base_url","path"
"Neil Douglas","2017","Valuing Ferry Service Quality using a Combined Rating & Stated Preference Survey","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_100.pdf"
"Nazanin Ardalan and Douglas Wilson and Thomas Larkin","2017","Laboratory Performance of Recycled Concrete Aggregate as Base-course Material","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_102.pdf"
"Munshi Nawaz and Sekhar Somenahalli and Andrew Allan","2017","An alternative design principle to transform conventional bus services into a bus transit network","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," bus public transport","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_103.pdf"
"Shanta Hallock","2017","What factors impact logistics cluster benefits for firms?","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," logistics","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_104.pdf"
"Bruce James","2017","TravelSmart: An Obituary and Epitaph","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_105.pdf"
"Bruce James","2017","Maximum Infrastructure Charging Caps: Implications for Urban Transport Planning","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," planning funding","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_106.pdf"
"Colin Macarthur and Ross Rutherford and Dave Smith","2017","Multi-Metric Network Operting Plans","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_107.pdf"
"Auttapone Karndacharuk and Asif Hassan","2017","Traffic incident management: framework and contemporary practices","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_108.pdf"
"Patrick Tsai","2017","Why do major public transport projects struggle to justify their economic benefits?","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_109.pdf"
"Sae Chi and Tom Frost and Ben Ellis","2017","A Review of Cost-Benefit Analysis for Freight Projects","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," freight","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_110.pdf"
"Stuart Muir and Elizabeth Stark","2017","Leveraging e-ticketing data to improve patronage and origin-destination survey outcomes","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_111.pdf"
"Sara W. Respati and Ashish Bhaskar and Zuduo Zheng and Edward Chung","2017","Systematic Identification of Peak Traffic Period","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_112.pdf"
"Pedro Camargo and Tim Spalding and Aaron Alaimo","2017","Pedro Camargo, Tim Spalding and Aaron Alaimo","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_113.pdf"
"Li Meng and Michael Taylor and Derek Scrafton","2017","An empirical study of railway station access mode choice","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_114.pdf"
"Gerda Kuschel and Andrew Cooper and Jayne Metcalfe","2017","Evaluating Bus Emissions: What colour, how big and how much is that elephant in the window?","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," bus public transport","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_115.pdf"
"Shoichi Hirai and Jian Xing and Shin-Ichiro Kai and Ryota Horiguchi and Nobuhiro Uno. Analysis of resting behaviour of inter-urban expressway users with ETC2","2017","0 probe data","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_116.pdf"
"Jennifer McSaveney","2017","A sneak preview: results from new questions in the New Zealand Household Travel Survey","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," land use","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_118.pdf"
"Julian Williams and Douglas Wilson and Stephen Hewett","2017","Skills gaps assessment for ITS in 2035","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," ITS","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_119.pdf"
"Kate Mackay and Penny Dillon and Andrew Parker","2017","Reflecting on ten years of the Optus Sustainable Transport Strategy","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_120.pdf"
"Glen Koorey and Megan Fowler and Axel Wilke and Hamish Mackie","2017","Factors influencing red light running – a Christchurch investigation","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_121.pdf"
"Hannah Stanley and Rob Mactaggart","2017","The context of airport governance in Australia: a national case study comparison (abridged version)","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," aviation","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_Abridged_Paper_124.pdf"
"Mehdi Taghavi and Elnaz Irannezhad and Peggy Schrobback and Mahboobeh Moghaddam and Carlo Prato and Rob Nave","2017","Strategies to Increase Port Competitivenes","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland","","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_125.pdf"
"Rafael Mena-Yedra and Jordi Casas and Tamara Djukic and Ricard Gavaldà","2017","Improving adaptation and interpretability of a short-term traffic forecasting system","Proceedings of the 39th Australasian Transport Research Forum","Auckland University and NZ Ministry of Transport","Auckland"," forecasting","http://atrf.info/papers/index.aspx","/papers/2017/files/ATRF2017_126.pdf"
"Mohammed Al Eisaei and Sara Moridpour and Richard Tay","2016","Heavy Vehicle Management:","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_paper_4.pdf"
"Gary Au and William Young","2016","A users' perspective of paid parking at a local retail precinct","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_8.pdf"
"Surya Prakash and Anjeela Jokhan","2016","An Optimal Cane Delivery Scheduling using the Monte Carlo Method","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne"," car","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_9.pdf"
"Chris De Gruyter and Graham Currie and James Reynolds and Victoria Peel and Yan Yang","2016","Benchmarking public transport for international tourists in Queensland cities","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_10.pdf"
"Hayder Al Taweel and Amir Sobhani and William Young","2016","A binary logistic regression model of the driver avoidance maneuvers in two-vehicle crashes","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne"," safety","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_12.pdf"
"Tim Martin and Thorolf Thoresen and Ulysses Ai","2016","Estimating levels of service (LOS) for freight on rural roads","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne"," freight","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_paper_13.pdf"
"Duy Q. Nguyen-Phuoc and Graham Currie and Chris De Gruyter and William Young—Understanding public transport user behavior adjustment if public transport ceases","2016","A qualitative study","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_17.pdf"
"Duy Q. Nguyen-Phuoc and Graham Currie and Chris De Gruyter and William Young—Modelling the Net Traffic Congestion Relief Impact of Street Car Networks","2016","A Melbourne, Australia Case Study","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_18.pdf"
"Stephen Nurse and Robbie Napper and Mark Richardson","2016","Front Wheel Drive Bike to Delta Tilting Trike","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_19.pdf"
"Corinne Mulley and Geoffrey Clifton and Camila Balbontin and Liang Ma","2016","Information for travelling: Awareness and usage of the various sources of information available to public transport users in NSW DOCX: 1150 KB","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne","","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_21.docx"
"Tran Khac Duong and Ashish Bhaskar and Jonathan Bunker and Boon Lee","2016","Data envelopment analysis (DEA) based transit route temporal performance assessment: a pilot study","Proceedings of the 38th Australasian Transport Research Forum","Monash University/Victorian Government through (DEDJTR & VicRoads) in cooperation with ARRB","Melbourne"," public transport","http://atrf.info/papers/index.aspx","/papers/2016/files/ATRF2016_Full_papers_resubmission_23.pdf"
